Filename,Transcription,Sample Rate (Hz),Channels,Bit Depth,Number of Samples,Duration (s),File Size (bytes),Peak Amplitude,RMS Amplitude
035_dili_sayon_ang_pagkat-on_ug_skills_apan_kailangan_lang_ug_pasensya.wav,,48000,1,16,256683,5.35,513410,0.4481,0.0484
036_ang_katong_paboritong_kanta_kai_makaparelaks_ug_makawala_sa_stress.wav,,48000,1,16,240299,5.01,480642,0.3228,0.0466
037_dako_ug_tabang_ang_teknolohiya_sa_atong_adlaw-adlaw_na_kinabuhi.wav,,48000,1,16,182045,3.79,364134,0.4352,0.049
038_Mas_maayo_nga_magpraktis_sa_paglitok_sa_mga_pulong_para_mas_klaro.wav,,48000,1,16,229376,4.78,458796,0.2822,0.043
039_Dugay_na_ko_wala_kabisita_sa_akong_mga_higala_sa_pikas_barangay.wav,,48000,1,16,182045,3.79,364134,0.271,0.0406
040_Nindot_ang_pagbiyahe_sa_probinsya_kay_presko_ang_hangin_ug_daghan_kahoy.wav,,48000,1,16,223005,4.65,446054,0.2387,0.0337
041_Sa_dihang_niadtong_gabii_nakadungog_ko_og_kusog_nga_ulan.wav,,48000,1,16,196608,4.1,393260,0.2667,0.0447
042_Nagtuon_ko_og_programming_kay_gusto_nako_makahimo_og_akong_kaugalingong_app.wav,,48000,1,16,254862,5.31,509768,0.3233,0.0391
043_Ang_akong_paboritong_prutas_kay_mangga_kay_tam-is_ug_lami_kaayo.wav,,48000,1,16,217543,4.53,435130,0.3063,0.0384
044_Ang_iring_sa_among_balay_kay_kanunay_magduwa_sa_among_garden.wav,,48000,1,16,188416,3.93,376876,0.2851,0.0382
"045_Kada_buntag,_mokaon_ko_og_pan_ug_inom_ko_og_kape.wav",,48000,1,16,188416,3.93,376876,0.1979,0.0326
046_Ang_among_iro_kay_kasagaran_matulog_sa_ilawom_sa_lamesa.wav,,48000,1,16,202979,4.23,406002,0.2621,0.0374
047_Unsa_may_imong_paboritong_libro_nga_imong_nabasa.wav,,48000,1,16,168391,3.51,336826,0.2289,0.0377
048_Ang_akong_lolo_kay_daghan_og_istorya_mahitungod_sa_ilang_panahon_sauna.wav,,48000,1,16,231197,4.82,462438,0.1874,0.0358
049_Gusto_ko_moadto_sa_dagat_ug_maglangoy_sa_limpyo_nga_tubig.wav,,48000,1,16,182045,3.79,364134,0.183,0.0341
"050_Nag-ulan_og_kusog_kagabii,_mao_nga_bugnaw_ang_panahon_karon.wav",,48000,1,16,200249,4.17,400542,0.2093,0.0371
051_Ang_kahoy_sa_among_likod_balay_kay_daghan_og_bunga_nga_hinog_na.wav,,48000,1,16,202979,4.23,406002,0.2337,0.0385
052_Nindot_kaayo_ang_view_sa_bukid_labi_na_kung_mosubang_na_ang_adlaw.wav,,48000,1,16,283989,5.92,568022,0.3234,0.039
053_Nag-andam_ko_og_sud-an_para_sa_among_panihapon_karong_gabi.wav,,48000,1,16,151097,3.15,302238,0.2851,0.0347
"054_Kung_magbaha,_mas_maayo_nga_magpabilin_lang_sa_balay_para_luwas.wav",,48000,1,16,229376,4.78,458796,0.2915,0.031
055_Ang_bisikleta_kay_maayo_nga_pamaagi_sa_pag-ehersisyo.wav,,48000,1,16,189326,3.94,378696,0.3554,0.0429
056_Kanunay_kong_nagbasa_og_libro_matag_gabii_aron_masayod_ko_og_bag-ong_mga_butang..wav,,48000,1,16,253952,5.29,507948,0.3936,0.0483
"057_Kung_gusto_ka_mahimong_maayong_magtatambag,_kinahanglan_nga_maminaw_ka_sa_uban..wav",,48000,1,16,234837,4.89,469718,0.4224,0.0519
058_Ang kahoy nagapadaku sa ilang sanga ug nagahatag og landong sa init nga adlaw.wav,,48000,1,16,261234,5.44,522512,0.4053,0.0496
059_Gusto_ko_moadto_sa_taas_nga_bungtod_aron_makita_ang_nindot_nga_tan-awon.wav,,48000,1,16,202979,4.23,406002,0.2773,0.0424
060_Dili_kinahanglan_nga_magdali-dali_sa_pagbuhat_sa_usa_ka_desisyon.wav,,48000,1,16,181134,3.77,362312,0.332,0.0436
"061_Kung_maglakaw_ta_sa_dalan,_kinahanglan_nga_magmatngon_sa_mga_sakyanan.wav",,48000,1,16,220274,4.59,440592,0.3919,0.0555
062_Ang dagat kay malinawon ug ang mga balud nagahumok sa baybayon.wav,,48000,1,16,227555,4.74,455154,0.2894,0.0424
063_Ang_usa_ka_maayong_kinaiya_mao_ang_pagpakita_og_respeto_sa_uban.wav,,48000,1,16,202979,4.23,406002,0.3808,0.0412
064_Ang teknolohiya nagapauswag sa atong pamaagi sa pagtrabaho ug komunikasyon..wav,,48000,1,16,262144,5.46,524332,0.3612,0.0477
065_Ang_akong_damgo_mao_ang_makabiyahe_sa_lain-laing_mga_nasod..wav,,48000,1,16,202979,4.23,406002,0.2952,0.0431
066_Ang_atong_kalibotan_puno_og_katahom_nga_dapat_natong_ampingan.wav,,48000,1,16,189326,3.94,378696,0.3339,0.0422
"067_Sa_pagkat-on_sa_bag-ong_sinultian,_importante_ang_pagpraktis_matag-adlaw.wav",,48000,1,16,195698,4.08,391440,0.3328,0.0374
068_Nagtuon_ko_og_matematika_kay_gusto_nako_masabtan_ang_mga_numero_og_ekwasyon..wav,,48000,1,16,207531,4.32,415106,0.2294,0.0336
"069_Sa_buntag,_makadungog_ko_sa_mga_langgam_nga_nagkanta_sa_gawas..wav",,48000,1,16,172942,3.6,345928,0.3825,0.0455
"070_Kung_maghimo_ka_og_desisyon,_siguroha_nga_imo_kining_hunahunaon_pag-ayo..wav",,48000,1,16,258503,5.39,517050,0.314,0.0401
071_Ang_pagsabot_sa_laing_kultura_makatabang_sa_atong_pagsinabtanay..wav,,48000,1,16,181134,3.77,362312,0.2872,0.0358
"072_Ang_tubig_sa_suba_kay_klaro_kaayo,_ug_makita_nimo_ang_mga_isda_nga_naglangoy.wav",,48000,1,16,248491,5.18,497026,0.3278,0.0392
073_Gusto_ko_mokaon_og_lechon_kung_aduna’y_fiesta_sa_among_lugar.wav,,48000,1,16,150187,3.13,300418,0.315,0.0423
074_Ang_among_pamilya_kanunay_magtapok_matag_Domingo_para_magkaon_og_panihapon.wav,,48000,1,16,223915,4.66,447874,0.4018,0.0371
075_Ang_pagsulat_og_istorya_makatabang_sa_pagpaambit_sa_imong_mga_hunahuna.wav,,48000,1,16,227555,4.74,455154,0.3771,0.04
076_Ang_akong_paboritong_bulan_sa_tuig_kay_Disyembre_kay_bugnaw_ang_panahon.wav,,48000,1,16,194787,4.06,389618,0.2821,0.0354
077_Ang_akong_damgo_mao_ang_mahimong_usa_ka_maayong_inhenyero_sa_umaabot.wav,,48000,1,16,368640,7.68,737324,0.3196,0.0403
078_kadtong_tawo_nga_nagbarog_sa_kilid_sa_dalan_gahapon_kay_akong_igsuon_nga_gikan_sa_Manila.wav,,96000,1,16,709973,7.4,1419990,0.0323,0.0041
"079_kung_moabot_ka_sa_among_balay_karong_gabii,_pangandam_ko_og_espesyal_nga_panihapon_para_nimo.wav",,96000,1,16,686307,7.15,1372658,0.0436,0.0048
080_ang_among_silingan_kanunay_maghimo_og_saba_kada_gabii_mao_nga_dili_ko_katulog_og_tarong.wav,,96000,1,16,939349,9.78,1878742,0.0527,0.0044
081_dili_ko_kasabot_nganon_wala_ka_motunga_sa_among_kasal_bisan_pa_man_og_gidapit_tika.wav,,96000,1,16,762766,7.95,1525576,0.0533,0.0043
082_ang_among_anak_nakadaog_sa_contest_sa_eskwelahan_tungod_sa_iyang_maanindot_nga_tingog.wav,,96000,1,16,800995,8.34,1602034,0.0472,0.0051
083_ang_among_supervisor_dili_mouyon_sa_akong_sugyot_bisan_pa_og_kini_makahatag_og_dakong_benepisyo_sa_kompanya.wav,,96000,1,16,904761,9.42,1809566,0.0582,0.005
084_kinahanglan_nakong_matapos_kining_tanan_nga_mga_papeles_sa_dili_pa_mahuman_ang_semana_aron_dili_ko_mapakyas.wav,,96000,1,16,884736,9.22,1769516,0.0632,0.0048
085_ang_akong_kauban_sa_trabaho_kanunay_nga_mogawas_sa_opisina_nga_wala.wav,,96000,1,16,844686,8.8,1689416,0.0622,0.0062
086_dugay_na_kaayo_kong_nagtrabaho_dinhi_sa_kompanya_pero_wala_gihapon.wav,,96000,1,16,764587,7.96,1529218,0.0587,0.0064
087_ang_bag-ong_empleyado_mas_paspas_motrabaho_kaysa_sa_mga_dugay_na_dinhi.wav,,96000,1,16,746382,7.77,1492808,0.0585,0.0056
088_ang_akong_mga_ginikanan_dili_mouyon_sa_among_relasyon_tungod_kay_lahi_among_relihiyon.wav,,96000,1,16,926606,9.65,1853256,0.0671,0.0062
"089_kada_adlaw,_ang_akong_asawa_motawag_nako_sa_opisina_aron_mangutana_kung_naunsa_na_ko.wav",,96000,1,16,888377,9.25,1776798,0.0398,0.0046
090_ang_among_mga_anak_magdula_sa_garden_kada_hapon_human_sa_ilang_homework.wav,,96000,1,16,660821,6.88,1321686,0.0412,0.004
091_ang_akong_igsuon_nga_naa_sa_America_kanunay_magpadala_og_mga_regalo_para_sa_among_pamilya.wav,,96000,1,16,688128,7.17,1376300,0.04,0.0044
092_gusto_nako_nga_makakita_og_trabaho_sa_siyudad_aron_makatabang_ko_sa_akong_pamilya_sa_probinsya.wav,,96000,1,16,870173,9.06,1740390,0.0462,0.0049
093_ang_among_maestra_gahatag_kanamo_og_daghan_kaayong_homework_nga_dili_na_mi_katulog_og_sayo.wav,,96000,1,16,893838,9.31,1787720,0.0582,0.0043
094_kinahanglan_kong_magtuon_og_maayo_karong_semanaha_tungod_kay_naay_importante_nga_eksam_sa_sunod_semana.wav,,96000,1,16,933888,9.73,1867820,0.0433,0.0041
095_ang_akong_manghod_nakadawat_og_scholarship_sa_usa_ka_inila_nga_unibersidad_sa_Manila.wav,,96000,1,16,784611,8.17,1569266,0.051,0.0053
096_ang_among_eskwelahan_adunay_bag-ong_library_nga_kompleto_sa_mga_libro_ug_computers.wav,,96000,1,16,759125,7.91,1518294,0.0507,0.0051
097_lisod_kaayo_ang_mathematics_pero_kinahanglan_gyud_nakong_makapasar_aron_mahuman_ko.wav,,96000,1,16,779150,8.12,1558344,0.0345,0.0042
098_ang_tindahan_sa_eskina_nagpamaligya_og_barato_nga_mga_butang_pero_dili_kaayo_maayo_ang_kalidad.wav,,96000,1,16,917504,9.56,1835052,0.0389,0.0042
099_kinahanglan_kong_mopalit_og_bag-ong_cellphone_kay_nadaut_ang_akoa_sa_pagkahulog_sa_swimming_pool.wav,,96000,1,16,833763,8.69,1667570,0.0756,0.0054
1000_maayong_gabie.wav,,44100,1,16,28749,0.65,57542,0.0299,0.0063
1001_Ang_among_pamilya_kanunay_magtapok_matag_Domingo_para_magkaon_og_panihapon.wav,,48000,1,16,503808,10.5,1007660,0.2336,0.0193
1002_unsay_imong_ganahan_nga_adlaw_sa_semana.wav,,44100,1,16,134845,3.06,269734,0.0502,0.0081
1003_nagpuyo_ko_sa_lapasan.wav,,44100,1,16,83166,1.89,166376,0.0585,0.0088
1004_nganong_niabot_sad_ka_dira_tanawa_unsay_nahitabo_saimoha_karun.wav,,44100,1,16,135004,3.06,270052,0.0524,0.0094
1005_ang_among_negosyo_sa_pagpamaligya_og_isda_nagmalampuson_tungod_sa_among_daghang_suki.wav,,96000,1,16,7651328,79.7,15302700,0.0551,0.0042
1006_palihug_tabangi_ko.wav,,44100,1,16,40377,0.92,80798,0.0317,0.0056
1007_asa_ka_padulong.wav,,44100,1,16,33598,0.76,67240,0.0282,0.0047
1008_asa_dapit_ang_jeepney_stop.wav,,44100,1,16,118749,2.69,237542,0.0338,0.0046
1009_wala_pako_kasulod_sa_sinehan.wav,,44100,1,16,532588,12.08,1065220,0.1027,0.0113
100_duha.wav,,44100,1,16,18826,0.43,37696,0.0601,0.0113
1010_kung_ang_iro_gadagan_gaunsa_lugar_ang_langgam.wav,,44100,1,16,154846,3.51,309736,0.0545,0.0076
1011_maayong_buntag.wav,,44100,1,16,196608,4.46,393260,0.0171,0.0034
1012_ang_akong_manghod_nakadawat_og_scholarship_sa_usa_ka_inila_nga_unibersidad_sa_Manila.wav,,96000,1,16,3530752,36.78,7061548,0.0575,0.0051
1013_kinsa_imong_kuyog.wav,,44100,1,16,33282,0.75,66608,0.0386,0.0065
1014_sulod_na_sa_klase_dong_late_na_kaayo_ka.wav,,44100,1,16,106104,2.41,212252,0.0531,0.0061
1015_asa_dapit_ang_jeepney_stop.wav,,44100,1,16,47500,1.08,95044,0.0294,0.0039
1016_unsa_imo_pamati_karun_maayo_raba.wav,,44100,1,16,130680,2.96,261404,0.0283,0.004
1017_pila_an_plete_padulong_sa_cogon_bai.wav,,44100,1,16,51747,1.17,103538,0.0306,0.0046
1018_ang_tag-iya_sa_mall_nagdesisyon_nga_magbuhat_og_bag-ong_parking_area_para_sa_mga_customers.wav,,96000,1,16,7028736,73.22,14057516,0.0613,0.0048
1019_maayong_buntag.wav,,44100,1,16,39322,0.89,78688,0.017,0.0032
101_unsa_imo_pamati_karun_maayo_raba.wav,,44100,1,16,408374,9.26,816792,0.0363,0.0048
1020_pila_an_plete_padulong_sa_cogon_bai.wav,,44100,1,16,129368,2.93,258780,0.0374,0.0058
1021_unsa_imong_ganahan.wav,,44100,1,16,75384,1.71,150812,0.0511,0.0066
1022_pag_andam_na_sa_bayad.wav,,44100,1,16,36686,0.83,73416,0.0801,0.009
1023_Ang_pagsulat_og_istorya_makatabang_sa_pagpaambit_sa_imong_mga_hunahuna.wav,,48000,1,16,512000,10.67,1024044,0.1904,0.0206
1024_palihug_tabanga_kog_dala_ani.wav,,44100,1,16,115525,2.62,231094,0.061,0.0071
1025_unsay_imong_ganahan_nga_adlaw_sa_semana.wav,,44100,1,16,809068,18.35,1618180,0.0393,0.0062
1026_kamusta_ka.wav,,44100,1,16,165888,3.76,331820,0.0357,0.0044
1027_ang_among_barangay_health_center_naghatag_og_libre_nga_check-up_para_sa_tanang_mga_bata.wav,,96000,1,16,447829,4.66,895702,0.0321,0.0038
1028_unsa_imong_plano_karung_adlawa.wav,,44100,1,16,95864,2.17,191772,0.0359,0.0059
1029_asa_dapit_ang_simbahan.wav,,44100,1,16,84805,1.92,169654,0.0726,0.0072
"102_Nag-ulan_og_kusog_kagabii,_mao_nga_bugnaw_ang_panahon_karon.wav",,48000,1,16,360448,7.51,720940,0.1108,0.0182
1030_toguti_ko_nga_moagi.wav,,44100,1,16,35142,0.8,70328,0.0335,0.0052
1031_kada_adlaw_mopalit_ko_og_pan_sa_among_silingan_nga_bakery_kay_lami_kaayo_ilang_tinapay.wav,,96000,1,16,7651328,79.7,15302700,0.0454,0.0049
1032_pag_andam_na_sa_bayad.wav,,44100,1,16,91716,2.08,183476,0.1406,0.0101
1033_daghan_kaayong_salamat.wav,,44100,1,16,91358,2.07,182760,0.0219,0.0033
1034_Ang_akong_paboritong_bulan_sa_tuig_kay_Disyembre_kay_bugnaw_ang_panahon.wav,,48000,1,16,438272,9.13,876588,0.1622,0.0177
1035_naa_ba_y_shortcut_padulong_sa_skwelahan.wav,,44100,1,16,50589,1.15,101222,0.016,0.0025
1036_ang_aplikasyon_nagkinahanglan_og_update.wav,,44100,1,16,64663,1.47,129370,0.0374,0.0062
1037_kamusta_ka.wav,,44100,1,16,33178,0.75,66400,0.0267,0.0044
1038_ganahan_ko_maminaw_ug_musika.wav,,44100,1,16,106923,2.42,213890,0.0312,0.0062
1039_gamiton_nako_ang_mapa_sa_app.wav,,44100,1,16,43466,0.99,86976,0.0454,0.0083
103_Ang_kahoy_sa_among_likod_balay_kay_daghan_og_bunga_nga_hinog_na.wav,,48000,1,16,365364,7.61,730772,0.1501,0.019
1040_salamat_sa_imong_tabang.wav,,44100,1,16,269356,6.11,538756,0.0307,0.0051
1041_maayong_buntag.wav,,44100,1,16,98304,2.23,196652,0.0226,0.0043
1042_init_kaayo_karung_adlawa.wav,,44100,1,16,99960,2.27,199964,0.0421,0.0062
"1043_palihug,_i-enable_ang_GPS.wav",,44100,1,16,56292,1.28,112628,0.0444,0.0055
1044_toguti_ko_nga_moagi.wav,,44100,1,16,87855,1.99,175754,0.0511,0.006
1045_Ang_akong_damgo_mao_ang_mahimong_usa_ka_maayong_inhenyero_sa_umaabot.wav,,48000,1,16,829440,17.28,1658924,0.1629,0.0188
1046_ang_doktor_niingon_nga_kinahanglan_kong_mag_ehersisyo_kada_adlaw_ug_maglikay_sa_mga_tam-is_nga_pagkaon.wav,,96000,1,16,9830400,102.4,19660844,0.0426,0.0032
1047_unsay_imong_ganahan_kanon.wav,,44100,1,16,92587,2.1,185218,0.0289,0.0048
1048_naa_kay_internet_connection.wav,,44100,1,16,33462,0.76,66968,0.0352,0.0055
1049_wala_pako_kasulod_sa_sinehan.wav,,44100,1,16,85214,1.93,170472,0.1207,0.0123
104_Unsa_may_imong_paboritong_libro_nga_imong_nabasa.wav,,48000,1,16,757760,15.79,1515564,0.3237,0.0245
1050_unsa_imong_password_sa_wifi.wav,,44100,1,16,35261,0.8,70566,0.0376,0.0062
1051_unsay_imong_ganahan_nga_adlaw_sa_semana.wav,,44100,1,16,129451,2.94,258946,0.0405,0.0071
1052_ang_akong_research_naghisgot_mahitungod_sa_AI.wav,,44100,1,16,70540,1.6,141124,0.0262,0.0032
1053_salamat_sa_imong_tabang.wav,,44100,1,16,53871,1.22,107786,0.0331,0.0067
1054_maayong_gabie.wav,,44100,1,16,215616,4.89,431276,0.0329,0.0063
1055_maayong_buntag.wav,,44100,1,16,43691,0.99,87426,0.0146,0.0033
1056_Nindot_ang_pagbiyahe_sa_probinsya_kay_presko_ang_hangin_ug_daghan_kahoy.wav,,48000,1,16,4014080,83.63,8028204,0.1712,0.0172
1057_naa_ba_y_shortcut_padulong_sa_skwelahan.wav,,44100,1,16,126472,2.87,252988,0.0195,0.0025
1058_kamusta_ka.wav,,44100,1,16,82944,1.88,165932,0.0401,0.0057
1059_ang_akong_lola_adunay_high_blood_pressure_mao_nga_kinahanglan_siyang_moinom_og_tambal_kada_adlaw.wav,,96000,1,16,7258112,75.61,14516268,0.0314,0.0026
105_nagkaton_ko_ug_laing_sinultian_aron_makasabot_ko_ug_laing_laing_kultura.wav,,48000,1,16,463668,9.66,927380,0.1551,0.0173
1060_kamusta_ka.wav,,44100,1,16,36864,0.84,73772,0.0314,0.005
1061_kining_teknolohiya_makatabang_sa_edukasyon.wav,,44100,1,16,64824,1.47,129692,0.0211,0.0047
1062_nagkinahanglan_kami_og_daghang_datos.wav,,44100,1,16,62379,1.41,124802,0.0288,0.0047
1063_salamat_sa_imong_tabang.wav,,44100,1,16,59857,1.36,119758,0.033,0.0053
1064_maayong_gabie.wav,,44100,1,16,47915,1.09,95874,0.0364,0.0073
"1065_tungod_sa_akong_sakit_sa_tiyan,_dili_na_ko_kakaon_og_mga_pagkaong_daghan_og_sili.wav",,96000,1,16,412877,4.3,825798,0.0282,0.0031
1066_ang_transfer_learning_makatabang_sa_low-resource_languages.wav,,44100,1,16,90163,2.04,180370,0.0419,0.005
1067_kadtong_tawo_nga_nagbarog_sa_kilid_sa_dalan_gahapon_kay_akong_igsuon_nga_gikan_sa_Manila.wav,,96000,1,16,1597440,16.64,3194924,0.0464,0.0045
1068_palihug_tabangi_ko.wav,,44100,1,16,67295,1.53,134634,0.0327,0.0055
1069_ang_aplikasyon_nagkinahanglan_og_update.wav,,44100,1,16,161657,3.67,323358,0.0544,0.0085
106_Ang teknolohiya nagapauswag sa atong pamaagi sa pagtrabaho ug komunikasyon..wav,,48000,1,16,786432,16.38,1572908,0.3273,0.0353
1070_palihug_tabangi_ko.wav,,44100,1,16,302824,6.87,605692,0.0398,0.0054
1071_asa_ka_padulong.wav,,44100,1,16,55996,1.27,112036,0.0296,0.0045
1072_kada_buntag_mobangon_ko_og_sayo_aron_makalakaw-lakaw_sa_park_para_sa_akong_kahimsog.wav,,96000,1,16,7553024,78.68,15106092,0.0496,0.0041
1073_maayong_gabie.wav,,44100,1,16,43123,0.98,86290,0.037,0.0081
1074_salamat_sa_imong_tabang.wav,,44100,1,16,134678,3.05,269400,0.0414,0.0065
1075_unsay_buhaton_sa_model_kung_walay_igo_nga_datos.wav,,44100,1,16,95771,2.17,191586,0.0305,0.0042
1076_kinsa_imong_kuyog.wav,,44100,1,16,55471,1.26,110986,0.04,0.007
1077_usa.wav,,44100,1,16,16991,0.39,34026,0.0255,0.0061
"1078_kung_moabot_ka_sa_among_balay_karong_gabii,_pangandam_ko_og_espesyal_nga_panihapon_para_nimo.wav",,96000,1,16,1544192,16.09,3088428,0.0478,0.0053
1079_asa_dapit_ang_jeepney_stop.wav,,44100,1,16,79167,1.8,158378,0.0316,0.004
107_pag_andam_na_sa_bayad.wav,,44100,1,16,44024,1.0,88092,0.08,0.0079
1080_duha.wav,,44100,1,16,15061,0.34,30166,0.0692,0.0133
1081_gamiton_nako_ang_mapa_sa_app.wav,,44100,1,16,108665,2.46,217374,0.0971,0.0096
1082_pila_an_plete_padulong_sa_cogon_bai.wav,,44100,1,16,86245,1.96,172534,0.0338,0.0048
1083_tulo.wav,,44100,1,16,15834,0.36,31712,0.0231,0.0052
1084_asa_ka_padulong.wav,,44100,1,16,251980,5.71,504004,0.0317,0.0041
1085_ang_among_barangay_health_center_naghatag_og_libre_nga_check-up_para_sa_tanang_mga_bata.wav,,96000,1,16,6717440,69.97,13434924,0.0404,0.0036
1086_pag_andam_na_sa_bayad.wav,,44100,1,16,61144,1.39,122332,0.1004,0.0094
1087_upat.wav,,44100,1,16,11059,0.25,22162,0.0196,0.0034
1088_lima.wav,,44100,1,16,13516,0.31,27076,0.0257,0.0064
1089_ang_among_silingan_kanunay_maghimo_og_saba_kada_gabii_mao_nga_dili_ko_katulog_og_tarong.wav,,96000,1,16,2113536,22.02,4227116,0.0573,0.0046
108_ang_akong_lola_adunay_high_blood_pressure_mao_nga_kinahanglan_siyang_moinom_og_tambal_kada_adlaw.wav,,96000,1,16,14516224,151.21,29032492,0.0414,0.0031
1090_maayong_gabie.wav,,44100,1,16,107808,2.44,215660,0.0446,0.0091
1091_palihug_tabangi_ko.wav,,44100,1,16,60565,1.37,121174,0.0345,0.0048
1092_toguti_ko_nga_moagi.wav,,44100,1,16,58569,1.33,117182,0.0373,0.0049
"1093_palihug,_i-enable_ang_GPS.wav",,44100,1,16,140729,3.19,281502,0.0526,0.0075
1094_naa_ba_y_shortcut_padulong_sa_skwelahan.wav,,44100,1,16,84315,1.91,168674,0.019,0.0026
1095_pito_ka_kilometro.wav,,44100,1,16,37458,0.85,74960,0.037,0.0041
1096_ang_aplikasyon_nagkinahanglan_og_update.wav,,44100,1,16,107772,2.44,215588,0.0343,0.0058
1097_napulo_ka_minuto.wav,,44100,1,16,31666,0.72,63376,0.016,0.0041
"1098_tungod_sa_akong_sakit_sa_tiyan,_dili_na_ko_kakaon_og_mga_pagkaong_daghan_og_sili.wav",,96000,1,16,6193152,64.51,12386348,0.0298,0.0028
1099_kinsa_imong_kuyog.wav,,44100,1,16,249620,5.66,499284,0.0643,0.0085
109_upat.wav,,44100,1,16,13824,0.31,27692,0.0291,0.0043
1100_Nindot_kaayo_ang_view_sa_bukid_labi_na_kung_mosubang_na_ang_adlaw.wav,,48000,1,16,1277952,26.62,2555948,0.4024,0.0253
1101_akong_pangalan_kay_leandro.wav,,44100,1,16,40549,0.92,81142,0.0171,0.0033
1102_gamiton_nako_ang_mapa_sa_app.wav,,44100,1,16,72444,1.64,144932,0.0439,0.0084
1103_lage_muadto_nakog_mercado.wav,,44100,1,16,98660,2.24,197364,0.0722,0.0094
"1104_palihug,_i-enable_ang_GPS.wav",,44100,1,16,93820,2.13,187684,0.0371,0.0051
1105_naa_kay_internet_connection.wav,,44100,1,16,83655,1.9,167354,0.0555,0.007
1106_palihug_tabangi_ko.wav,,44100,1,16,151412,3.43,302868,0.0483,0.0075
1107_kung_musakay_ko_ug_jeepney_kanunay_ko_mag_andam_ug_saktong_plite.wav,,48000,1,16,128887,2.69,257818,0.1927,0.0331
1108_asa_ka_padulong.wav,,44100,1,16,50396,1.14,100836,0.0334,0.0051
1109_naa_kay_internet_connection.wav,,44100,1,16,55769,1.26,111582,0.0426,0.0054
110_Nindot_kaayo_ang_view_sa_bukid_labi_na_kung_mosubang_na_ang_adlaw.wav,,48000,1,16,511180,10.65,1022404,0.1429,0.0168
