Filename,Transcription,Sample Rate (Hz),Channels,Bit Depth,Number of Samples,Duration (s),File Size (bytes),Peak Amplitude,RMS Amplitude
082_ang_among_anak_nakadaog_sa_contest_sa_eskwelahan_tungod_sa_iyang_maanindot_nga_tingog.wav,,96000,2,16,901120,9.39,3604618,0.1083,0.0099
083_ang_among_supervisor_dili_mouyon_sa_akong_sugyot_bisan_pa_og_kini_makahatag_og_dakong_benepisyo_sa_kompanya.wav,,96000,2,16,1017856,10.6,4071562,0.1322,0.0112
084_kinahanglan_nakong_matapos_kining_tanan_nga_mga_papeles_sa_dili_pa_mahuman_ang_semana_aron_dili_ko_mapakyas.wav,,96000,2,16,995328,10.37,3981450,0.0995,0.0099
085_ang_akong_kauban_sa_trabaho_kanunay_nga_mogawas_sa_opisina_nga_wala.wav,,96000,2,16,950272,9.9,3801226,0.1307,0.0114
086_dugay_na_kaayo_kong_nagtrabaho_dinhi_sa_kompanya_pero_wala_gihapon.wav,,96000,2,16,860160,8.96,3440778,0.1331,0.0129
087_ang_bag-ong_empleyado_mas_paspas_motrabaho_kaysa_sa_mga_dugay_na_dinhi.wav,,96000,2,16,839680,8.75,3358860,0.1246,0.0113
088_ang_akong_mga_ginikanan_dili_mouyon_sa_among_relasyon_tungod_kay_lahi_among_relihiyon.wav,,96000,2,16,1042432,10.86,4169868,0.1281,0.0124
"089_kada_adlaw,_ang_akong_asawa_motawag_nako_sa_opisina_aron_mangutana_kung_naunsa_na_ko.wav",,96000,2,16,999424,10.41,3997836,0.0978,0.0101
090_ang_among_mga_anak_magdula_sa_garden_kada_hapon_human_sa_ilang_homework.wav,,96000,2,16,743424,7.74,2973836,0.0807,0.0079
091_ang_akong_igsuon_nga_naa_sa_America_kanunay_magpadala_og_mga_regalo_para_sa_among_pamilya.wav,,96000,2,16,774144,8.06,3096716,0.1026,0.0091
092_gusto_nako_nga_makakita_og_trabaho_sa_siyudad_aron_makatabang_ko_sa_akong_pamilya_sa_probinsya.wav,,96000,2,16,978944,10.2,3915916,0.0971,0.0097
093_ang_among_maestra_gahatag_kanamo_og_daghan_kaayong_homework_nga_dili_na_mi_katulog_og_sayo.wav,,96000,2,16,1005568,10.47,4022412,0.1239,0.0086
094_kinahanglan_kong_magtuon_og_maayo_karong_semanaha_tungod_kay_naay_importante_nga_eksam_sa_sunod_semana.wav,,96000,2,16,1050624,10.94,4202636,0.1083,0.0083
095_ang_akong_manghod_nakadawat_og_scholarship_sa_usa_ka_inila_nga_unibersidad_sa_Manila.wav,,96000,2,16,882688,9.19,3530892,0.1193,0.011
096_ang_among_eskwelahan_adunay_bag-ong_library_nga_kompleto_sa_mga_libro_ug_computers.wav,,96000,2,16,854016,8.9,3416204,0.1012,0.0105
097_lisod_kaayo_ang_mathematics_pero_kinahanglan_gyud_nakong_makapasar_aron_mahuman_ko.wav,,96000,2,16,876544,9.13,3506316,0.0993,0.0084
098_ang_tindahan_sa_eskina_nagpamaligya_og_barato_nga_mga_butang_pero_dili_kaayo_maayo_ang_kalidad.wav,,96000,2,16,1032192,10.75,4128908,0.0909,0.0083
099_kinahanglan_kong_mopalit_og_bag-ong_cellphone_kay_nadaut_ang_akoa_sa_pagkahulog_sa_swimming_pool.wav,,96000,2,16,937984,9.77,3752076,0.1463,0.0111
100_ang_among_negosyo_sa_pagpamaligya_og_isda_nagmalampuson_tungod_sa_among_daghang_suki.wav,,96000,2,16,956416,9.96,3825804,0.105,0.0092
101_ang_tag-iya_sa_mall_nagdesisyon_nga_magbuhat_og_bag-ong_parking_area_para_sa_mga_customers.wav,,96000,2,16,878592,9.15,3514508,0.1006,0.0095
102_kada_adlaw_mopalit_ko_og_pan_sa_among_silingan_nga_bakery_kay_lami_kaayo_ilang_tinapay.wav,,96000,2,16,956416,9.96,3825804,0.0975,0.0091
103_ang_doktor_niingon_nga_kinahanglan_kong_mag_ehersisyo_kada_adlaw_ug_maglikay_sa_mga_tam-is_nga_pagkaon.wav,,96000,2,16,1228800,12.8,4915340,0.0721,0.0077
104_ang_akong_lola_adunay_high_blood_pressure_mao_nga_kinahanglan_siyang_moinom_og_tambal_kada_adlaw.wav,,96000,2,16,907264,9.45,3629196,0.0916,0.0078
105_kada_buntag_mobangon_ko_og_sayo_aron_makalakaw-lakaw_sa_park_para_sa_akong_kahimsog.wav,,96000,2,16,944128,9.83,3776652,0.0984,0.0102
106_ang_among_barangay_health_center_naghatag_og_libre_nga_check-up_para_sa_tanang_mga_bata.wav,,96000,2,16,839680,8.75,3358860,0.0985,0.0085
"107_tungod_sa_akong_sakit_sa_tiyan,_dili_na_ko_kakaon_og_mga_pagkaong_daghan_og_sili.wav",,96000,2,16,774144,8.06,3096716,0.0546,0.0065
108_lage_muadto_nakog_mercado.wav,,44100,2,16,184987,4.19,739992,0.1661,0.0219
109_asa_diay_ka_nagpuyo_karun.wav,,44100,2,16,133787,3.03,535192,0.2435,0.0187
110_nagpuyo_ko_sa_lapasan.wav,,44100,2,16,129947,2.95,519832,0.2023,0.0219
111_nganong_niabot_sad_ka_dira_tanawa_unsay_nahitabo_saimoha_karun.wav,,44100,2,16,210944,4.78,843820,0.1189,0.0197
112_kung_ang_iro_gadagan_gaunsa_lugar_ang_langgam.wav,,44100,2,16,241947,5.49,967832,0.1353,0.0155
113_sulod_na_sa_klase_dong_late_na_kaayo_ka.wav,,44100,2,16,165787,3.76,663192,0.1216,0.0133
114_unsa_imo_pamati_karun_maayo_raba.wav,,44100,2,16,204187,4.63,816792,0.0572,0.0085
115_unsa_imong_ganahan.wav,,44100,2,16,117787,2.67,471192,0.1003,0.0155
116_palihug_tabanga_kog_dala_ani.wav,,44100,2,16,180507,4.09,722072,0.1519,0.0149
117_unsa_imong_plano_karung_adlawa.wav,,44100,2,16,149787,3.4,599192,0.1032,0.0145
118_asa_dapit_ang_simbahan.wav,,44100,2,16,132507,3.0,530072,0.2059,0.0164
119_daghan_kaayong_salamat.wav,,44100,2,16,142747,3.24,571032,0.0506,0.008
120_ganahan_ko_maminaw_ug_musika.wav,,44100,2,16,167067,3.79,668312,0.0668,0.0109
121_init_kaayo_karung_adlawa.wav,,44100,2,16,156187,3.54,624792,0.0759,0.0125
122_unsay_imong_ganahan_kanon.wav,,44100,2,16,144667,3.28,578712,0.0682,0.0112
123_wala_pako_kasulod_sa_sinehan.wav,,44100,2,16,133147,3.02,532632,0.2432,0.026
124_unsay_imong_ganahan_nga_adlaw_sa_semana.wav,,44100,2,16,202267,4.59,809112,0.1091,0.0157
