Filename,Transcription,Sample Rate (Hz),Channels,Bit Depth,Number of Samples,Duration (s),File Size (bytes),Peak Amplitude,RMS Amplitude
043_Ang_akong_paboritong_prutas_kay_mangga_kay_tam-is_ug_lami_kaayo.wav,,48000,2,16,244736,5.1,979022,27273,19.38
044_Ang_iring_sa_among_balay_kay_kanunay_magduwa_sa_among_garden.wav,,48000,2,16,211968,4.42,847950,21456,19.67
"045_Kada_buntag,_mokaon_ko_og_pan_ug_inom_ko_og_kape.wav",,48000,2,16,211968,4.42,847950,19253,19.38
046_Ang_among_iro_kay_kasagaran_matulog_sa_ilawom_sa_lamesa.wav,,48000,2,16,228352,4.76,913486,28595,18.18
047_Unsa_may_imong_paboritong_libro_nga_imong_nabasa.wav,,48000,2,16,189440,3.95,757838,19331,18.82
048_Ang_akong_lolo_kay_daghan_og_istorya_mahitungod_sa_ilang_panahon_sauna.wav,,48000,2,16,260096,5.42,1040462,19575,18.29
049_Gusto_ko_moadto_sa_dagat_ug_maglangoy_sa_limpyo_nga_tubig.wav,,48000,2,16,204800,4.27,819278,20327,20.77
"050_Nag-ulan_og_kusog_kagabii,_mao_nga_bugnaw_ang_panahon_karon.wav",,48000,2,16,225280,4.69,901198,20605,19.16
051_Ang_kahoy_sa_among_likod_balay_kay_daghan_og_bunga_nga_hinog_na.wav,,48000,2,16,228352,4.76,913486,22548,18.19
052_Nindot_kaayo_ang_view_sa_bukid_labi_na_kung_mosubang_na_ang_adlaw.wav,,48000,2,16,319488,6.66,1278030,28086,18.46
053_Nag-andam_ko_og_sud-an_para_sa_among_panihapon_karong_gabi.wav,,48000,2,16,169984,3.54,680014,20050,18.91
"054_Kung_magbaha,_mas_maayo_nga_magpabilin_lang_sa_balay_para_luwas.wav",,48000,2,16,258048,5.38,1032270,19336,18.68
055_Ang_bisikleta_kay_maayo_nga_pamaagi_sa_pag-ehersisyo.wav,,48000,2,16,212992,4.44,852046,30806,17.74
056_Kanunay_kong_nagbasa_og_libro_matag_gabii_aron_masayod_ko_og_bag-ong_mga_butang..wav,,48000,2,16,285696,5.95,1142862,32767,17.45
"057_Kung_gusto_ka_mahimong_maayong_magtatambag,_kinahanglan_nga_maminaw_ka_sa_uban..wav",,48000,2,16,264192,5.5,1056846,32539,15.72
058_Ang kahoy nagapadaku sa ilang sanga ug nagahatag og landong sa init nga adlaw.wav,,48000,2,16,293888,6.12,1175630,32638,18.01
059_Gusto_ko_moadto_sa_taas_nga_bungtod_aron_makita_ang_nindot_nga_tan-awon.wav,,48000,2,16,228352,4.76,913486,27064,19.58
060_Dili_kinahanglan_nga_magdali-dali_sa_pagbuhat_sa_usa_ka_desisyon.wav,,48000,2,16,203776,4.25,815182,27880,18.07
"061_Kung_maglakaw_ta_sa_dalan,_kinahanglan_nga_magmatngon_sa_mga_sakyanan.wav",,48000,2,16,247808,5.16,991310,28037,17.78
062_Ang dagat kay malinawon ug ang mga balud nagahumok sa baybayon.wav,,48000,2,16,256000,5.33,1024078,31100,18.03
063_Ang_usa_ka_maayong_kinaiya_mao_ang_pagpakita_og_respeto_sa_uban.wav,,48000,2,16,228352,4.76,913486,30666,19.05
064_Ang teknolohiya nagapauswag sa atong pamaagi sa pagtrabaho ug komunikasyon..wav,,48000,2,16,294912,6.14,1179726,32767,19.11
065_Ang_akong_damgo_mao_ang_makabiyahe_sa_lain-laing_mga_nasod..wav,,48000,2,16,228352,4.76,913486,32201,20.53
066_Ang_atong_kalibotan_puno_og_katahom_nga_dapat_natong_ampingan.wav,,48000,2,16,212992,4.44,852046,30392,23.18
"067_Sa_pagkat-on_sa_bag-ong_sinultian,_importante_ang_pagpraktis_matag-adlaw.wav",,48000,2,16,220160,4.59,880718,30279,20.19
068_Nagtuon_ko_og_matematika_kay_gusto_nako_masabtan_ang_mga_numero_og_ekwasyon..wav,,48000,2,16,233472,4.86,933966,22343,21.61
"069_Sa_buntag,_makadungog_ko_sa_mga_langgam_nga_nagkanta_sa_gawas..wav",,48000,2,16,194560,4.05,778318,30688,20.07
"070_Kung_maghimo_ka_og_desisyon,_siguroha_nga_imo_kining_hunahunaon_pag-ayo..wav",,48000,2,16,290816,6.06,1163342,26436,19.99
071_Ang_pagsabot_sa_laing_kultura_makatabang_sa_atong_pagsinabtanay..wav,,48000,2,16,203776,4.25,815182,27644,22.52
"072_Ang_tubig_sa_suba_kay_klaro_kaayo,_ug_makita_nimo_ang_mga_isda_nga_naglangoy.wav",,48000,2,16,279552,5.82,1118286,31958,21.42
073_Gusto_ko_mokaon_og_lechon_kung_aduna’y_fiesta_sa_among_lugar.wav,,48000,2,16,168960,3.52,675918,24716,19.01
074_Ang_among_pamilya_kanunay_magtapok_matag_Domingo_para_magkaon_og_panihapon.wav,,48000,2,16,251904,5.25,1007694,32394,21.79
075_Ang_pagsulat_og_istorya_makatabang_sa_pagpaambit_sa_imong_mga_hunahuna.wav,,48000,2,16,256000,5.33,1024078,31320,21.26
076_Ang_akong_paboritong_bulan_sa_tuig_kay_Disyembre_kay_bugnaw_ang_panahon.wav,,48000,2,16,219136,4.57,876622,23272,22.43
077_Ang_akong_damgo_mao_ang_mahimong_usa_ka_maayong_inhenyero_sa_umaabot.wav,,48000,2,16,414720,8.64,1658958,24424,20.64
